mutual.info	lex.type
1.9634993210851883	actual
1.9304547467029536	scrambled
1.9635897083309946	scrambled
1.950542056247095	scrambled
1.9421576184480778	scrambled
1.9283577907291736	scrambled
1.9663966432499542	scrambled
1.967866587180516	scrambled
1.938520208981802	scrambled
1.9575805611974488	scrambled
1.9472277012916475	scrambled
1.9833225749728365	scrambled
1.9533394566448572	scrambled
1.93858286904599	scrambled
1.9545091298522599	scrambled
1.9365383360065602	scrambled
1.9668343774167822	scrambled
1.940904377172543	scrambled
1.9653202949665398	scrambled
1.936349666049045	scrambled
1.9684429976764701	scrambled
1.9506855712822675	scrambled
1.940584505214347	scrambled
1.9578472579960475	scrambled
1.9639309810617225	scrambled
1.9497831634830882	scrambled
1.9257286948767445	scrambled
1.9540136825321517	scrambled
1.9508341136799698	scrambled
1.977707356920884	scrambled
1.965341970717533	scrambled
1.9357882518939626	scrambled
1.9393232718220046	scrambled
1.9600108684764732	scrambled
1.9675471389675585	scrambled
1.9462674083810991	scrambled
1.9472998775196264	scrambled
1.9595263969617744	scrambled
1.949878169405819	scrambled
1.9575219836699653	scrambled
1.9342657417176243	scrambled
1.944258788144897	scrambled
1.9657981242981417	scrambled
1.9646669956544267	scrambled
1.9294855864233909	scrambled
1.9504187129881974	scrambled
1.9510564021415202	scrambled
1.9339468566904203	scrambled
1.9539347692985853	scrambled
1.954503580325859	scrambled
1.9472794992458862	scrambled
1.9657113316015262	scrambled
1.9509983769579107	scrambled
1.9461534896380706	scrambled
1.965016250850191	scrambled
1.9831192806876434	scrambled
1.946381296595562	scrambled
1.9486004997392954	scrambled
1.9579874481511157	scrambled
1.9580569104202543	scrambled
1.9560117009410416	scrambled
1.9660368742720067	scrambled
1.9630730532463665	scrambled
1.9460312281170007	scrambled
1.9514764972749032	scrambled
1.947367837952778	scrambled
1.9693931597446594	scrambled
1.95668165864099	scrambled
1.954472883139316	scrambled
1.9407902545583706	scrambled
1.9499214357178138	scrambled
1.9263226248358682	scrambled
1.9639883591821066	scrambled
1.9550745158187273	scrambled
1.9514284463876683	scrambled
1.9410402705878704	scrambled
1.9635042330548744	scrambled
1.9309475989474492	scrambled
1.9472802424153521	scrambled
1.9569793099884114	scrambled
1.9448574871503892	scrambled
1.9572428856395467	scrambled
1.9555326926244496	scrambled
1.9241951693602388	scrambled
1.9514487523515214	scrambled
1.966052192365036	scrambled
1.9391447075307717	scrambled
1.948149882562583	scrambled
1.9509064206037077	scrambled
1.950143189090244	scrambled
1.9670824375198068	scrambled
1.966678354549563	scrambled
1.9427819432553106	scrambled
1.9486062913797604	scrambled
1.9499871827809119	scrambled
1.931389590283667	scrambled
1.941052505414075	scrambled
1.9436479015855408	scrambled
1.9455596614756492	scrambled
1.954131282438573	scrambled
1.9469297081263572	scrambled
1.9585375936531288	scrambled
1.9426881148198534	scrambled
1.950617843597575	scrambled
1.9600258774666643	scrambled
1.9256327069324224	scrambled
1.9548419809471993	scrambled
1.9455569800378731	scrambled
1.9746698629168582	scrambled
1.9433349047768627	scrambled
1.9515863701675393	scrambled
1.9761157976943984	scrambled
1.9375070973943065	scrambled
1.960952637402419	scrambled
1.9490706456300713	scrambled
1.964258853146853	scrambled
1.957030113147851	scrambled
1.9477996865602785	scrambled
1.9692725579920918	scrambled
1.9252462753531536	scrambled
1.962814211328258	scrambled
1.9529800834911148	scrambled
1.9585568563966904	scrambled
1.963869066910697	scrambled
1.9536272537130592	scrambled
1.9608074521980627	scrambled
1.9563393013060797	scrambled
1.958081426961361	scrambled
1.947166326805972	scrambled
1.9604798196839737	scrambled
1.947867624603494	scrambled
1.9483979336263428	scrambled
1.9471371297424818	scrambled
1.9437808417919378	scrambled
1.9703962620273827	scrambled
1.964040867677985	scrambled
1.948906924153341	scrambled
1.9386731298775068	scrambled
1.9348058559063879	scrambled
1.9480889568860011	scrambled
1.9680411444216461	scrambled
1.9433566444666586	scrambled
1.9545420184467854	scrambled
1.9484135929217248	scrambled
1.936413021471459	scrambled
1.9442199526105564	scrambled
1.953129052883712	scrambled
1.9560543061949724	scrambled
1.9721756218491897	scrambled
1.9465616801192793	scrambled
1.953269170461658	scrambled
1.953525720684322	scrambled
1.9557989643881228	scrambled
1.9401166862711456	scrambled
1.94564743269756	scrambled
1.9450065277807806	scrambled
1.9626098913938308	scrambled
1.9513017897736724	scrambled
1.960371063856181	scrambled
1.9494918088837647	scrambled
1.9737887810092631	scrambled
1.95333399334957	scrambled
1.9710764763490691	scrambled
1.9352439216226527	scrambled
1.9523242121937967	scrambled
1.9645914506015774	scrambled
1.956522753661732	scrambled
1.953698065767486	scrambled
1.9352030945459733	scrambled
1.9307686508362394	scrambled
1.9448387521488726	scrambled
1.9675386541195254	scrambled
1.9391209363534359	scrambled
1.9369695201853698	scrambled
1.9411255777140557	scrambled
1.9380871994813844	scrambled
1.9483476093570005	scrambled
1.9554787437002092	scrambled
1.9503436968887833	scrambled
1.9437607151442653	scrambled
1.9262085407164493	scrambled
1.9499625218081968	scrambled
1.9573678043415532	scrambled
1.92813376038826	scrambled
1.9508372122512259	scrambled
1.935858611930618	scrambled
1.9510384047669143	scrambled
1.955300285066363	scrambled
1.946355044632988	scrambled
1.9489223044885877	scrambled
1.9423032718410338	scrambled
1.953972697374462	scrambled
1.9418196348865935	scrambled
1.9562311279988311	scrambled
1.9416442001408252	scrambled
1.9808214043677197	scrambled
1.9413974091984203	scrambled
1.9444720052969586	scrambled
1.9478355826988478	scrambled
1.9558707178166983	scrambled
1.9461230758771555	scrambled
1.9480089391085618	scrambled
1.9598688991711286	scrambled
1.9622819947561414	scrambled
1.9538005054859955	scrambled
1.9610013827740975	scrambled
1.9811471110065566	scrambled
1.9708381103978747	scrambled
1.9667911576965174	scrambled
1.9379290155976163	scrambled
1.9525617799078523	scrambled
1.958197372456318	scrambled
1.9363703041570306	scrambled
1.9518366038287394	scrambled
1.9471979110017712	scrambled
1.9379207374287066	scrambled
1.9401133946449756	scrambled
1.9545979094498287	scrambled
1.9693022159648421	scrambled
1.9437969025984676	scrambled
1.9783709462807533	scrambled
1.9498923641769825	scrambled
1.9429380771292288	scrambled
1.959214852568991	scrambled
1.9338963679791432	scrambled
1.955268843147506	scrambled
1.9588199468542735	scrambled
1.958162055356104	scrambled
1.9446523771889417	scrambled
1.9310828650333067	scrambled
1.969489999156037	scrambled
1.9375571691096063	scrambled
1.946861249153729	scrambled
1.9393482282484447	scrambled
1.9431983174017655	scrambled
1.975724332495514	scrambled
1.9696269245814102	scrambled
1.9526466379980294	scrambled
1.951672774815372	scrambled
1.9573108882154548	scrambled
1.966672239456761	scrambled
1.9540864778478144	scrambled
1.9605761193046074	scrambled
1.9402796900266523	scrambled
1.977844794167678	scrambled
1.9473135920611462	scrambled
1.9571688882887304	scrambled
1.9440233726757998	scrambled
1.9619567157138242	scrambled
1.9611036710032064	scrambled
1.9756503780756476	scrambled
1.9595341956308687	scrambled
1.954015193014968	scrambled
1.957324407240035	scrambled
1.9633090441821406	scrambled
