skeleton	length	word	p.as.self	freq
VCVFCVF	7	anagram	0.01559288044477835	4.356708826689592
VCVFCVF	7	immortal	0.007341298319856054	5.429345628954441
VCVFCVF	7	amorphous	0.005280938640864311	4.30406509320417
VCVFCVF	7	inundate	0.009839157479972263	3.091042453358316
VCVFCVF	7	elective	0.005532581943528771	5.730099782973574
VCVFCVF	7	essential	0.029694739466732307	7.976595409316577
VCVFCVF	7	elastic	0.006924688202708202	4.718498871295094
VCVFCVF	7	acoustic	0.0027454078104687286	6.021023349349527
VCVFCVF	7	addiction	0.006935896717210474	7.888334500738654
VCVFCVF	7	eventide	0.0016088864450467472	0.6931471805599453
VCVFCVF	7	ascension	0.024476918560533266	3.912023005428146
VCVFCVF	7	attention	0.009687625257891762	9.945205145887996
VCVFCVF	7	aerospace	0.007220528984107609	5.8971538676367405
VCVFCVF	7	apostate	0.0012918022560180612	2.8903717578961645
VCVFCVF	7	immigrate	0.01762902954516841	3.6888794541139363
VCVFCVF	7	alongside	0.004271404629021513	7.114769448366463
VCVFCVF	7	anecdote	0.00934704815918698	5.863631175598097
VCVFCVF	7	affection	0.009321258895977902	6.956545443151569
VCVFCVF	7	abandon	0.001781239322408118	7.059617628291383
VCVFCVF	7	amalgam	0.009460732715417959	3.7376696182833684
VCVFCVF	7	emulsion	0.03263954653174126	2.4849066497880004
VCVFCVF	7	autumnal	0.004714390944182995	3.091042453358316
VCVFCVF	7	epicure	0.009496527328290885	0.6931471805599453
VCVFCVF	7	abysmal	0.004726886824250713	4.736198448394496
VCVFCVF	7	ellipsis	0.014760376911688034	2.995732273553991
VCVFCVF	7	autocrat	0.007426080626600079	3.871201010907891
VCVFCWCW	8	alacrity	0.004731193554463406	2.8903717578961645
VCVFCWCW	8	apocrypha	0.0005520604058428117	0.6931471805599453
VCVFCWCW	8	irregular	0.013353649345520533	5.545177444479562
VCVFCWCW	8	identify	0.0006796037897368804	8.377011160816375
VCVFCWCW	8	apostasy	0.0008004024821665723	2.4849066497880004
VCVFCWCW	8	enormity	0.006427465125884404	5.356586274672012
VCVFCWCW	8	oracular	0.012510630787984041	0.6931471805599453
VCVFCWCW	8	iniquity	0.009371568211473918	3.5263605246161616
VCVFCWCW	8	autocracy	0.002338799507634326	3.6375861597263857
CVFCW	5	pansy	0.010882149994443487	4.276666119016055
CVFCW	5	tanker	0.007030222567616609	6.601230118728877
CVFCW	5	monger	0.020725197131261062	4.406719247264253
CVFCW	5	largo	0.026345476038554798	3.912023005428146
CVFCW	5	tipsy	0.019338349265215847	3.828641396489095
CVFCW	5	nasty	0.03567746165048204	7.627544390488503
CVFCW	5	vesper	0.007907085503068026	2.0794415416798357
CVFCW	5	longer	0.013106385194581814	9.800900963761027
CVFCW	5	tiptoe	0.007471170967739593	4.356708826689592
CVFCW	5	panther	0.00035068482911641694	5.521460917862246
CVFCW	5	seemly	0.05611844270147337	2.6390573296152584
CVFCW	5	hearty	0.012610725293955124	5.225746673713202
CVFCW	5	larva	0.011674050669477857	4.718498871295094
CVFCW	5	finger	0.008211467520236158	8.682029433869172
CVFCW	5	monkey	0.01763111499126167	7.215239978730097
CVFCW	5	warder	0.021482605854960857	3.332204510175204
CVFCW	5	panty	0.00695769833500955	5.62040086571715
CVFCW	5	subdue	0.007298686163778228	4.605170185988092
CVFCW	5	zombie	0.0074035399080479665	5.384495062789089
CVFCW	5	rafter	0.02322492088646502	5.135798437050262
CVFCW	5	lascar	0.03497947751382075	0.6931471805599453
CVFCW	5	seigneur	0.07024014113699716	2.6390573296152584
CVFCW	5	corner	0.039068357022385106	8.791790024319363
CVFCW	5	roster	0.018237812401904446	5.365976015021851
CVFCW	5	concur	0.013069399432452236	5.19295685089021
CVFCW	5	sulphur	0.022687269704174586	3.5263605246161616
CVFCW	5	corny	0.03747121151557014	5.402677381872279
CVFCW	5	motley	0.05126465275682157	5.214935757608986
CVFCW	5	dumpy	0.0041865131754542165	3.4011973816621555
CVFCW	5	wrongly	0.028224570033074155	6.1779441140506
CVFCW	5	causeway	0.015677077644389296	3.7376696182833684
CVFCW	5	metro	0.12178831464891067	6.173786103901937
CVFCW	5	bongo	0.004337529967214361	3.332204510175204
CVFCW	5	doctor	0.003990007572081451	10.397878869838694
CVFCW	5	hector	0.0191283637185631	5.2574953720277815
CVFCW	5	dingy	0.022797451736813037	3.828641396489095
CVFCW	5	latchkey	0.04505864585934022	3.9512437185814275
CVFCW	5	farther	0.010620406444619345	7.145196134997171
CVFCW	5	pesky	0.010949011053468606	5.19295685089021
CVFCW	5	tardy	0.005134914860349389	3.828641396489095
CVFCW	5	dinky	0.0053721298948393075	2.8903717578961645
CVFCW	5	monsieur	0.08337933754009245	4.189654742026425
CVFCW	5	tableau	0.013419919555817438	3.7376696182833684
CVFCW	5	porter	0.00927760297441056	6.901737206656574
CVFCW	5	busboy	0.008699320592692876	3.5263605246161616
CVFCW	5	bandy	0.006903685745115961	4.406719247264253
CVFCW	5	torture	0.03168472976322766	7.959275960116396
CVFCW	5	forego	0.015823941757138242	4.804021044733257
CVFCW	5	county	0.0117779568239043	9.728896041804084
CVFCW	5	rector	0.03421733398175036	5.123963979403259
CVFCW	5	gusto	0.011482205130075812	4.30406509320417
CVFCW	5	bellboy	0.0123904270399624	2.6390573296152584
CVFCW	5	homely	0.036679900373288665	3.9889840465642745
CVFCW	5	hanker	0.013162643752223105	1.3862943611198906
CVFCW	5	settler	0.08422558021205015	6.875232087276577
CVFCW	5	party	0.005467157578536753	10.97708967820007
CVFCW	5	fungi	0.023115296056254345	4.820281565605037
CVFCW	5	misty	0.030876051697951618	6.0112671744041615
CVFCW	5	debris	0.010916667686258649	7.603897968521881
CVFCW	5	convey	0.008476486390686018	6.62273632394984
CVFCW	5	gander	0.0101633116729091	4.189654742026425
CVFCW	5	padre	0.009187667607274482	4.941642422609304
CVFCW	5	foresee	0.027458374256645716	6.0014148779611505
CVFCW	5	banjo	0.029507601657513833	5.981414211254481
CVFCW	5	lively	0.05609406109734864	6.095824562432225
CVFCW	5	vulgar	0.0123818065601474	5.655991810819852
CVFCW	5	dogma	0.005461114321541957	4.983606621708336
CVFCW	5	muster	0.025734252817042374	5.749392985908253
CVFCW	5	musty	0.024682216094985453	3.5263605246161616
CVFCW	5	debut	0.01075607477131927	7.255591274253665
CVFCW	5	gangway	0.026768760183942947	2.772588722239781
CVFCW	5	sinew	0.06499074301682141	2.6390573296152584
CVFCW	5	pageboy	0.007519434790881241	1.3862943611198906
CVFCW	5	gourmet	0.046618359506849116	5.929589143389895
CVFCW	5	tender	0.007359000688376149	6.679599185844383
CVFCW	5	dahlia	0.018084581630613696	5.634789603169249
CVFCW	5	vendee	0.006468218166402646	0.6931471805599453
CVFCW	5	vender	0.0067439147655712186	2.0794415416798357
CVFCW	5	kidney	0.03269651760332013	7.221105098182496
CVFCW	5	matzo	0.03394675172110109	3.7376696182833684
